Country,Timestamp,Device Category,Key Actions,Page Path,Source,Avg Session Duration,Bounce Rate,Conversions,New Users,Page Views,Returning Users,Unique Page Views,Average time on home page (min),Website,Date,Time,Day
uk,2021-04-02 15:05:00,mobile,subscribe,/products,organic search,83.0,59.0,26.0,724.0,678.0,311.0,1079.0,4.26,amazon prime,2021-04-02,15:05:00,thursday
usa,2021-06-03 21:39:00,tablet,sign up,/products,referral,78.0,24.0,33.0,391.0,1626.0,441.0,1395.0,1.9,amazon music,2021-06-03,21:39:00,saturday
usa,2022-05-11 00:26:00,desktop,sign up,/products,paid search,158.0,34.0,40.0,691.0,1977.0,99.0,281.0,4.4,amazon prime,2022-05-11,00:26:00,saturday
usa,2020-04-09 21:03:00,mobile,subscribe,/products,direct,178.0,30.0,35.0,297.0,1008.0,109.0,1249.0,1.21,audible,2020-04-09,21:03:00,friday
usa,2020-01-04 04:04:00,mobile,subscribe,/products,organic search,64.0,49.0,21.0,527.0,719.0,211.0,1073.0,0.84,amazon web services (aws),2020-01-04,04:04:00,wednesday
usa,2022-09-12 16:43:00,mobile,subscribe,/products,paid search,147.0,64.0,42.0,811.0,1564.0,360.0,1301.0,5.76,amazon web services (aws),2022-09-12,16:43:00,friday
australia,2023-12-05 23:18:00,mobile,contact form,/about,paid search,101.0,23.0,40.0,120.0,1380.0,441.0,202.0,4.17,aws support,2023-12-05,23:18:00,friday
australia,2021-09-04 02:46:00,mobile,contact form,/about,social media,95.0,25.0,3.0,379.0,1879.0,489.0,1141.0,5.36,aws support,2021-09-04,02:46:00,friday
australia,2020-09-08 14:28:00,mobile,contact form,/about,organic search,54.0,61.0,48.0,239.0,1987.0,499.0,85.0,4.63,amazon help,2020-09-08,14:28:00,sunday
australia,2021-02-09 07:50:00,mobile,contact form,/about,paid search,139.0,64.0,1.0,368.0,342.0,53.0,1110.0,2.57,aws support,2021-02-09,07:50:00,thursday
australia,2022-08-11 05:49:00,mobile,purchase,/about,organic search,109.0,45.0,7.0,151.0,1475.0,306.0,1098.0,5.82,amazon.com,2022-08-11,05:49:00,tuesday
australia,2020-10-10 15:06:00,desktop,sign up,/about,organic search,93.0,51.0,10.0,498.0,1212.0,143.0,854.0,4.68,amazon music,2020-10-10,15:06:00,saturday
australia,2020-02-10 15:03:00,tablet,subscribe,/about,paid search,101.0,47.0,11.0,397.0,478.0,26.0,614.0,4.01,amazon web services (aws),2020-02-10,15:03:00,friday
canada,2023-01-09 06:05:00,mobile,contact form,/about,referral,110.0,23.0,8.0,475.0,1464.0,472.0,636.0,4.67,amazon support,2023-01-09,06:05:00,friday
canada,2022-11-03 13:01:00,desktop,sign up,/about,referral,127.0,20.0,21.0,788.0,873.0,481.0,1357.0,2.54,amazon music,2022-11-03,13:01:00,friday
canada,2022-12-03 15:27:00,tablet,sign up,/about,organic search,104.0,43.0,2.0,39.0,291.0,106.0,1321.0,3.0,amazon prime,2022-12-03,15:27:00,saturday
canada,2023-01-02 03:44:00,tablet,subscribe,/about,social media,60.0,39.0,15.0,202.0,815.0,452.0,1000.0,5.22,amazon web services (aws),2023-01-02,03:44:00,wednesday
canada,2022-02-06 23:05:00,desktop,subscribe,/about,paid search,167.0,69.0,47.0,533.0,1494.0,206.0,1171.0,3.13,amazon prime,2022-02-06,23:05:00,thursday
india,2020-08-06 04:10:00,mobile,contact form,/about,organic search,77.0,21.0,27.0,51.0,1763.0,95.0,596.0,5.91,amazon help,2020-08-06,04:10:00,monday
india,2021-04-01 14:26:00,mobile,purchase,/about,organic search,80.0,22.0,18.0,543.0,208.0,24.0,83.0,5.97,amazon.com,2021-04-01,14:26:00,monday
india,2022-03-01 02:43:00,mobile,purchase,/about,paid search,158.0,27.0,26.0,934.0,1019.0,349.0,1178.0,3.52,amazon.com,2022-03-01,02:43:00,monday
india,2021-02-05 12:22:00,desktop,purchase,/about,social media,87.0,38.0,1.0,784.0,1933.0,229.0,727.0,5.85,amazon.com,2021-02-05,12:22:00,sunday
india,2021-11-10 04:50:00,mobile,purchase,/about,social media,41.0,54.0,0.0,905.0,810.0,290.0,1159.0,5.8,amazon.com,2021-11-10,04:50:00,monday
india,2023-01-08 15:31:00,desktop,subscribe,/about,direct,67.0,56.0,21.0,900.0,264.0,257.0,737.0,1.44,amazon prime,2023-01-08,15:31:00,tuesday
india,2022-10-12 18:48:00,mobile,subscribe,/about,organic search,121.0,60.0,24.0,274.0,1395.0,313.0,857.0,2.57,audible,2022-10-12,18:48:00,saturday
uk,2020-02-03 15:51:00,mobile,contact form,/about,social media,113.0,65.0,9.0,21.0,863.0,145.0,244.0,4.77,amazon support,2020-02-03,15:51:00,monday
uk,2023-02-03 22:12:00,mobile,download,/about,organic search,172.0,51.0,30.0,287.0,1937.0,428.0,1463.0,1.58,prime video,2023-02-03,22:12:00,thursday
usa,2021-06-07 14:20:00,mobile,contact form,/about,organic search,68.0,22.0,4.0,152.0,967.0,186.0,1089.0,2.06,aws support,2021-06-07,14:20:00,tuesday
usa,2020-02-06 00:30:00,tablet,contact form,/about,referral,149.0,32.0,6.0,138.0,593.0,293.0,586.0,1.83,amazon support,2020-02-06,00:30:00,tuesday
usa,2020-12-04 01:00:00,mobile,download,/about,paid search,80.0,27.0,15.0,205.0,616.0,412.0,617.0,2.41,prime video,2020-12-04,01:00:00,sunday
usa,2021-11-05 17:05:00,mobile,download,/about,social media,175.0,69.0,8.0,596.0,1937.0,308.0,686.0,4.53,amazon music,2021-11-05,17:05:00,tuesday
usa,2021-04-03 19:47:00,mobile,purchase,/about,referral,140.0,38.0,24.0,845.0,1500.0,318.0,1135.0,2.6,amazon.com,2021-04-03,19:47:00,thursday
usa,2022-11-03 12:33:00,mobile,purchase,/about,direct,92.0,65.0,41.0,553.0,117.0,415.0,1386.0,2.57,amazon.com,2022-11-03,12:33:00,friday
usa,2020-01-05 16:16:00,mobile,sign up,/about,social media,124.0,31.0,24.0,489.0,379.0,456.0,1084.0,4.77,amazon prime,2020-01-05,16:16:00,friday
usa,2023-12-01 11:56:00,mobile,subscribe,/about,direct,59.0,52.0,15.0,25.0,721.0,108.0,717.0,1.15,amazon prime,2023-12-01,11:56:00,thursday
australia,2023-02-05 15:24:00,mobile,contact form,/blog,referral,61.0,46.0,41.0,349.0,1961.0,54.0,1111.0,5.1,aws support,2023-02-05,15:24:00,tuesday
australia,2023-01-01 13:44:00,mobile,download,/blog,organic search,124.0,54.0,14.0,603.0,1837.0,186.0,696.0,2.53,prime video,2023-01-01,13:44:00,sunday
australia,2023-10-02 05:14:00,tablet,download,/blog,direct,40.0,55.0,35.0,937.0,1167.0,106.0,1151.0,2.14,amazon music,2023-10-02,05:14:00,friday
australia,2020-09-05 10:23:00,mobile,purchase,/blog,direct,70.0,22.0,29.0,427.0,894.0,279.0,641.0,5.99,amazon.com,2020-09-05,10:23:00,saturday
australia,2020-04-03 16:20:00,desktop,purchase,/blog,organic search,58.0,22.0,34.0,585.0,967.0,498.0,88.0,4.86,amazon.com,2020-04-03,16:20:00,wednesday
canada,2021-12-12 18:51:00,desktop,contact form,/blog,paid search,54.0,23.0,34.0,586.0,716.0,388.0,198.0,1.65,aws support,2021-12-12,18:51:00,sunday
canada,2022-10-03 16:16:00,mobile,contact form,/blog,paid search,71.0,53.0,1.0,18.0,1424.0,203.0,321.0,5.85,amazon support,2022-10-03,16:16:00,thursday
canada,2022-04-11 09:36:00,desktop,purchase,/blog,organic search,113.0,26.0,47.0,792.0,270.0,222.0,493.0,2.71,amazon.com,2022-04-11,09:36:00,friday
canada,2023-12-04 04:47:00,mobile,purchase,/blog,social media,77.0,65.0,41.0,156.0,1068.0,498.0,1082.0,2.56,amazon.com,2023-12-04,04:47:00,wednesday
canada,2021-05-12 11:53:00,mobile,subscribe,/blog,organic search,173.0,22.0,26.0,839.0,789.0,224.0,845.0,3.63,audible,2021-05-12,11:53:00,sunday
canada,2020-07-03 04:52:00,desktop,subscribe,/blog,referral,165.0,23.0,11.0,539.0,898.0,371.0,377.0,5.77,audible,2020-07-03,04:52:00,saturday
india,2020-08-04 00:52:00,mobile,contact form,/blog,social media,133.0,64.0,43.0,442.0,122.0,141.0,996.0,1.52,amazon support,2020-08-04,00:52:00,wednesday
india,2023-04-02 20:08:00,mobile,download,/blog,social media,150.0,24.0,29.0,814.0,1563.0,264.0,757.0,4.64,prime video,2023-04-02,20:08:00,saturday
india,2021-03-01 15:33:00,mobile,sign up,/blog,paid search,62.0,22.0,36.0,561.0,1351.0,437.0,448.0,2.78,amazon prime,2021-03-01,15:33:00,sunday
india,2021-09-01 16:13:00,desktop,sign up,/blog,referral,61.0,34.0,13.0,139.0,617.0,399.0,1466.0,5.75,amazon music,2021-09-01,16:13:00,saturday
india,2021-08-06 17:16:00,desktop,subscribe,/blog,organic search,47.0,68.0,13.0,591.0,899.0,332.0,711.0,2.94,amazon web services (aws),2021-08-06,17:16:00,tuesday
uk,2022-01-03 10:20:00,mobile,contact form,/blog,referral,52.0,56.0,21.0,244.0,1785.0,408.0,255.0,1.65,aws support,2022-01-03,10:20:00,tuesday
uk,2020-03-11 16:20:00,mobile,subscribe,/blog,social media,34.0,60.0,49.0,858.0,1621.0,181.0,645.0,1.82,amazon prime,2020-03-11,16:20:00,tuesday
usa,2021-11-07 06:58:00,mobile,contact form,/blog,social media,107.0,57.0,27.0,372.0,1665.0,472.0,698.0,5.21,amazon support,2021-11-07,06:58:00,sunday
usa,2021-07-05 09:58:00,mobile,sign up,/blog,social media,157.0,53.0,25.0,441.0,762.0,371.0,1234.0,5.58,amazon.com,2021-07-05,09:58:00,friday
usa,2021-06-01 12:41:00,mobile,subscribe,/blog,direct,126.0,63.0,29.0,117.0,665.0,348.0,1395.0,2.44,audible,2021-06-01,12:41:00,wednesday
usa,2021-04-05 18:49:00,mobile,subscribe,/blog,referral,32.0,66.0,17.0,887.0,883.0,134.0,823.0,5.17,audible,2021-04-05,18:49:00,tuesday
usa,2023-07-03 07:36:00,desktop,subscribe,/blog,social media,143.0,67.0,36.0,943.0,193.0,358.0,843.0,5.3,amazon prime,2023-07-03,07:36:00,tuesday
canada,2021-11-02 03:36:00,mobile,download,/contact,paid search,128.0,33.0,3.0,720.0,1945.0,360.0,439.0,5.64,prime video,2021-11-02,03:36:00,thursday
canada,2020-06-12 00:37:00,tablet,download,/contact,referral,85.0,45.0,26.0,435.0,846.0,397.0,481.0,4.29,prime video,2020-06-12,00:37:00,sunday
canada,2020-07-05 07:53:00,mobile,download,/contact,social media,97.0,64.0,16.0,768.0,851.0,185.0,1257.0,2.47,prime video,2020-07-05,07:53:00,thursday
canada,2023-01-09 07:42:00,desktop,purchase,/contact,referral,159.0,26.0,32.0,490.0,1192.0,55.0,441.0,1.82,amazon.com,2023-01-09,07:42:00,friday
canada,2023-02-07 20:00:00,desktop,subscribe,/contact,referral,159.0,57.0,9.0,21.0,1381.0,496.0,1040.0,5.37,amazon prime,2023-02-07,20:00:00,sunday
india,2020-12-09 04:30:00,tablet,download,/contact,social media,35.0,33.0,6.0,23.0,1533.0,426.0,420.0,2.88,prime video,2020-12-09,04:30:00,saturday
india,2021-03-12 22:02:00,mobile,download,/contact,paid search,130.0,55.0,38.0,641.0,1663.0,313.0,1081.0,5.64,amazon music,2021-03-12,22:02:00,friday
india,2022-11-10 14:05:00,mobile,sign up,/contact,paid search,155.0,44.0,17.0,896.0,1053.0,224.0,1282.0,3.93,amazon.com,2022-11-10,14:05:00,tuesday
uk,2020-09-01 07:58:00,desktop,contact form,/contact,organic search,147.0,35.0,21.0,643.0,580.0,24.0,186.0,3.91,aws support,2020-09-01,07:58:00,thursday
uk,2021-04-05 00:28:00,mobile,download,/contact,paid search,94.0,28.0,42.0,667.0,370.0,40.0,607.0,4.6,amazon music,2021-04-05,00:28:00,tuesday
uk,2021-10-01 22:58:00,tablet,download,/contact,organic search,112.0,56.0,23.0,207.0,470.0,82.0,1297.0,1.91,prime video,2021-10-01,22:58:00,sunday
uk,2021-10-01 06:20:00,mobile,purchase,/contact,organic search,75.0,37.0,46.0,429.0,316.0,467.0,399.0,5.95,amazon.com,2021-10-01,06:20:00,sunday
uk,2023-06-07 04:43:00,mobile,purchase,/contact,organic search,94.0,39.0,43.0,291.0,941.0,430.0,619.0,5.99,amazon.com,2023-06-07,04:43:00,thursday
uk,2020-02-01 04:05:00,mobile,purchase,/contact,referral,121.0,46.0,14.0,552.0,1510.0,278.0,517.0,5.06,amazon.com,2020-02-01,04:05:00,thursday
uk,2021-09-08 15:06:00,desktop,purchase,/contact,social media,146.0,57.0,30.0,558.0,915.0,452.0,871.0,1.01,amazon.com,2021-09-08,15:06:00,monday
uk,2021-03-04 03:26:00,mobile,subscribe,/contact,paid search,160.0,61.0,3.0,788.0,995.0,396.0,657.0,4.29,audible,2021-03-04,03:26:00,saturday
usa,2023-06-09 10:53:00,desktop,contact form,/contact,paid search,165.0,37.0,36.0,534.0,1081.0,487.0,339.0,1.99,aws support,2023-06-09,10:53:00,wednesday
usa,2020-09-12 01:43:00,mobile,download,/contact,organic search,106.0,28.0,2.0,333.0,1481.0,194.0,1288.0,5.96,prime video,2020-09-12,01:43:00,wednesday
usa,2022-05-04 07:22:00,tablet,purchase,/contact,referral,124.0,55.0,48.0,512.0,834.0,289.0,1046.0,3.86,amazon.com,2022-05-04,07:22:00,tuesday
usa,2022-11-06 00:42:00,desktop,sign up,/contact,direct,85.0,33.0,13.0,735.0,1268.0,347.0,63.0,4.92,amazon.com,2022-11-06,00:42:00,saturday
usa,2023-09-09 13:01:00,mobile,subscribe,/contact,social media,119.0,38.0,22.0,193.0,1196.0,465.0,865.0,5.42,audible,2023-09-09,13:01:00,saturday
usa,2020-05-07 05:26:00,mobile,subscribe,/contact,direct,53.0,65.0,8.0,238.0,711.0,337.0,899.0,3.76,amazon prime,2020-05-07,05:26:00,sunday
australia,2022-10-07 05:59:00,desktop,contact form,/home,paid search,165.0,22.0,43.0,872.0,1825.0,14.0,665.0,3.28,amazon support,2022-10-07,05:59:00,sunday
australia,2021-04-12 11:42:00,mobile,download,/home,referral,146.0,53.0,30.0,532.0,1715.0,402.0,826.0,4.62,amazon music,2021-04-12,11:42:00,saturday
australia,2022-06-04 20:07:00,mobile,sign up,/home,referral,149.0,43.0,17.0,20.0,747.0,96.0,119.0,5.39,amazon.com,2022-06-04,20:07:00,wednesday
australia,2023-02-04 07:16:00,mobile,subscribe,/home,referral,65.0,20.0,28.0,79.0,793.0,419.0,1214.0,5.04,audible,2023-02-04,07:16:00,sunday
canada,2022-05-11 23:16:00,desktop,contact form,/home,paid search,167.0,69.0,49.0,195.0,1127.0,165.0,1473.0,5.07,amazon help,2022-05-11,23:16:00,saturday
canada,2022-01-12 14:56:00,desktop,download,/home,social media,100.0,23.0,3.0,355.0,1790.0,18.0,567.0,3.34,prime video,2022-01-12,14:56:00,thursday
canada,2022-06-04 17:26:00,tablet,sign up,/home,social media,170.0,42.0,23.0,318.0,1785.0,154.0,388.0,3.75,amazon prime,2022-06-04,17:26:00,wednesday
india,2020-12-08 04:26:00,mobile,contact form,/home,social media,138.0,41.0,12.0,33.0,196.0,299.0,555.0,3.77,aws support,2020-12-08,04:26:00,wednesday
india,2023-11-02 21:37:00,mobile,contact form,/home,social media,128.0,44.0,37.0,60.0,1942.0,199.0,343.0,5.08,amazon help,2023-11-02,21:37:00,saturday
india,2021-06-12 19:31:00,tablet,download,/home,direct,61.0,20.0,25.0,842.0,271.0,242.0,245.0,2.89,prime video,2021-06-12,19:31:00,monday
uk,2022-12-07 05:46:00,mobile,purchase,/home,paid search,150.0,61.0,1.0,33.0,337.0,249.0,990.0,5.31,amazon.com,2022-12-07,05:46:00,tuesday
uk,2023-03-09 18:04:00,tablet,subscribe,/home,referral,49.0,34.0,46.0,192.0,878.0,64.0,108.0,2.79,amazon web services (aws),2023-03-09,18:04:00,sunday
uk,2020-09-12 21:09:00,mobile,subscribe,/home,social media,75.0,52.0,1.0,575.0,384.0,45.0,561.0,1.55,audible,2020-09-12,21:09:00,wednesday
usa,2022-12-02 18:01:00,mobile,contact form,/home,referral,99.0,26.0,25.0,761.0,1634.0,271.0,688.0,3.2,amazon support,2022-12-02,18:01:00,saturday
usa,2021-04-08 07:31:00,mobile,contact form,/home,referral,65.0,30.0,10.0,145.0,1178.0,452.0,496.0,2.28,amazon support,2021-04-08,07:31:00,wednesday
usa,2023-12-01 20:27:00,mobile,contact form,/home,paid search,153.0,35.0,27.0,817.0,1909.0,456.0,1117.0,2.84,amazon support,2023-12-01,20:27:00,thursday
usa,2023-08-04 03:56:00,tablet,purchase,/home,organic search,71.0,23.0,42.0,859.0,1636.0,418.0,604.0,1.91,amazon.com,2023-08-04,03:56:00,saturday
usa,2020-05-09 11:16:00,mobile,purchase,/home,referral,111.0,67.0,2.0,316.0,1416.0,223.0,653.0,2.24,amazon.com,2020-05-09,11:16:00,saturday
australia,2022-08-06 14:11:00,mobile,subscribe,/products,organic search,148.0,35.0,25.0,743.0,536.0,149.0,594.0,3.82,audible,2022-08-06,14:11:00,wednesday
canada,2021-03-09 00:13:00,desktop,contact form,/products,referral,121.0,47.0,8.0,318.0,1478.0,457.0,191.0,5.33,amazon help,2021-03-09,00:13:00,friday
canada,2023-09-01 17:32:00,tablet,purchase,/products,direct,64.0,31.0,15.0,183.0,136.0,337.0,310.0,1.17,amazon.com,2023-09-01,17:32:00,monday
canada,2022-06-01 21:30:00,mobile,purchase,/products,referral,80.0,56.0,8.0,129.0,1318.0,248.0,1303.0,1.14,amazon.com,2022-06-01,21:30:00,thursday
canada,2023-06-06 19:16:00,mobile,subscribe,/products,paid search,134.0,31.0,28.0,530.0,1638.0,427.0,1456.0,5.04,amazon web services (aws),2023-06-06,19:16:00,tuesday
canada,2022-03-10 18:58:00,desktop,subscribe,/products,paid search,57.0,48.0,36.0,614.0,1620.0,424.0,1489.0,4.82,audible,2022-03-10,18:58:00,monday
india,2023-06-05 03:49:00,mobile,contact form,/products,referral,162.0,61.0,38.0,404.0,877.0,204.0,740.0,2.12,amazon help,2023-06-05,03:49:00,saturday
india,2022-11-03 15:02:00,mobile,download,/products,direct,147.0,43.0,27.0,593.0,559.0,300.0,1198.0,2.33,prime video,2022-11-03,15:02:00,friday
india,2020-04-09 05:18:00,desktop,subscribe,/products,paid search,123.0,28.0,26.0,82.0,1945.0,10.0,336.0,1.37,audible,2020-04-09,05:18:00,friday
uk,2022-02-08 17:23:00,mobile,contact form,/products,direct,166.0,53.0,17.0,330.0,958.0,431.0,1271.0,5.14,amazon support,2022-02-08,17:23:00,tuesday
uk,2023-09-05 01:31:00,mobile,download,/products,referral,52.0,45.0,3.0,440.0,932.0,165.0,1271.0,0.99,amazon music,2023-09-05,01:31:00,tuesday
uk,2020-12-11 06:38:00,mobile,purchase,/products,referral,153.0,21.0,49.0,646.0,1406.0,188.0,1364.0,2.54,amazon.com,2020-12-11,06:38:00,thursday
uk,2021-04-06 17:05:00,desktop,purchase,/products,direct,174.0,30.0,48.0,89.0,712.0,351.0,644.0,2.35,amazon.com,2021-04-06,17:05:00,friday
uk,2022-04-10 14:39:00,mobile,purchase,/products,direct,142.0,44.0,38.0,140.0,741.0,172.0,744.0,4.23,amazon.com,2022-04-10,14:39:00,tuesday
uk,2022-03-10 10:12:00,desktop,sign up,/products,direct,157.0,29.0,5.0,283.0,1560.0,230.0,1289.0,1.05,amazon prime,2022-03-10,10:12:00,monday
uk,2020-10-12 22:19:00,desktop,subscribe,/products,paid search,142.0,36.0,49.0,970.0,276.0,353.0,387.0,3.4,audible,2020-10-12,22:19:00,thursday
usa,2021-08-02 15:43:00,mobile,contact form,/products,referral,171.0,55.0,40.0,109.0,675.0,23.0,442.0,2.56,amazon support,2021-08-02,15:43:00,monday
usa,2023-02-06 01:17:00,mobile,purchase,/products,direct,72.0,66.0,11.0,505.0,1285.0,399.0,856.0,2.83,amazon.com,2023-02-06,01:17:00,friday
australia,2022-10-09 11:09:00,mobile,sign up,/about,organic search,176.0,30.0,29.0,619.0,802.0,359.0,1084.0,3.27,amazon.com,2022-10-09,11:09:00,saturday
australia,2021-02-04 11:04:00,desktop,sign up,/about,organic search,128.0,48.0,13.0,452.0,474.0,139.0,1167.0,4.61,amazon prime,2021-02-04,11:04:00,friday
australia,2023-01-03 15:51:00,mobile,subscribe,/about,social media,175.0,21.0,26.0,180.0,1089.0,11.0,1003.0,3.51,amazon web services (aws),2023-01-03,15:51:00,wednesday
australia,2023-06-06 00:13:00,desktop,subscribe,/about,paid search,102.0,35.0,6.0,764.0,115.0,107.0,1238.0,5.34,audible,2023-06-06,00:13:00,tuesday
australia,2021-01-02 03:11:00,mobile,subscribe,/about,social media,123.0,38.0,40.0,624.0,512.0,479.0,953.0,3.05,amazon web services (aws),2021-01-02,03:11:00,monday
australia,2023-03-04 07:04:00,mobile,subscribe,/about,social media,100.0,45.0,29.0,594.0,1347.0,249.0,1067.0,1.39,amazon prime,2023-03-04,07:04:00,monday
canada,2020-09-07 02:42:00,mobile,contact form,/about,paid search,32.0,41.0,25.0,39.0,776.0,135.0,1361.0,5.03,amazon help,2020-09-07,02:42:00,thursday
canada,2020-09-08 10:16:00,mobile,contact form,/about,referral,45.0,68.0,25.0,430.0,391.0,473.0,1216.0,3.07,amazon support,2020-09-08,10:16:00,sunday
canada,2021-11-02 11:14:00,mobile,download,/about,organic search,133.0,65.0,32.0,398.0,1244.0,141.0,590.0,2.7,prime video,2021-11-02,11:14:00,thursday
canada,2023-08-03 11:23:00,mobile,purchase,/about,organic search,179.0,35.0,13.0,639.0,1654.0,498.0,1042.0,4.8,amazon.com,2023-08-03,11:23:00,wednesday
canada,2023-02-02 09:13:00,tablet,purchase,/about,organic search,60.0,39.0,12.0,736.0,1679.0,483.0,1231.0,1.35,amazon.com,2023-02-02,09:13:00,thursday
canada,2022-09-04 04:29:00,mobile,purchase,/about,organic search,166.0,45.0,45.0,110.0,765.0,36.0,1373.0,4.09,amazon.com,2022-09-04,04:29:00,saturday
canada,2023-09-03 09:34:00,desktop,sign up,/about,referral,56.0,40.0,45.0,500.0,317.0,375.0,383.0,3.43,amazon prime,2023-09-03,09:34:00,thursday
canada,2020-03-04 18:45:00,desktop,subscribe,/about,paid search,44.0,65.0,33.0,345.0,1043.0,173.0,146.0,2.33,amazon web services (aws),2020-03-04,18:45:00,friday
india,2023-02-03 04:22:00,desktop,sign up,/about,social media,96.0,23.0,9.0,183.0,343.0,59.0,309.0,2.73,amazon.com,2023-02-03,04:22:00,thursday
india,2021-06-06 05:17:00,tablet,subscribe,/about,social media,57.0,44.0,28.0,485.0,960.0,480.0,601.0,5.13,amazon prime,2021-06-06,05:17:00,sunday
uk,2023-05-01 07:40:00,mobile,contact form,/about,organic search,52.0,42.0,24.0,269.0,117.0,397.0,258.0,1.87,amazon support,2023-05-01,07:40:00,thursday
uk,2022-02-02 05:51:00,mobile,purchase,/about,organic search,60.0,51.0,8.0,539.0,1894.0,378.0,487.0,1.33,amazon.com,2022-02-02,05:51:00,wednesday
uk,2023-09-09 05:28:00,tablet,purchase,/about,direct,38.0,62.0,19.0,728.0,666.0,104.0,684.0,3.77,amazon.com,2023-09-09,05:28:00,saturday
uk,2020-04-04 22:53:00,mobile,sign up,/about,social media,79.0,21.0,0.0,981.0,1498.0,433.0,603.0,2.9,amazon prime,2020-04-04,22:53:00,saturday
uk,2023-04-06 03:40:00,mobile,subscribe,/about,organic search,106.0,48.0,18.0,396.0,977.0,260.0,1041.0,5.7,amazon web services (aws),2023-04-06,03:40:00,sunday
uk,2020-01-10 22:52:00,tablet,subscribe,/about,organic search,168.0,63.0,28.0,315.0,615.0,155.0,1061.0,4.27,audible,2020-01-10,22:52:00,thursday
usa,2021-07-06 10:03:00,mobile,contact form,/about,direct,98.0,49.0,8.0,624.0,1900.0,135.0,770.0,1.27,aws support,2021-07-06,10:03:00,monday
usa,2021-02-08 10:12:00,mobile,contact form,/about,referral,63.0,54.0,24.0,127.0,1445.0,468.0,680.0,3.04,aws support,2021-02-08,10:12:00,monday
usa,2022-09-12 08:46:00,mobile,contact form,/about,referral,155.0,58.0,1.0,772.0,216.0,263.0,1002.0,1.29,amazon support,2022-09-12,08:46:00,friday
usa,2022-01-10 17:56:00,mobile,purchase,/about,referral,107.0,39.0,26.0,987.0,1722.0,278.0,1193.0,3.45,amazon.com,2022-01-10,17:56:00,saturday
